tree_index,birth_rate,death_rate,extant_species,sampled_species,transfer_rate,seed
0,1.0,0.0,6000,60,0.025,843495856
1,1.0,0.0,6000,60,0.025,1033441258
2,1.0,0.0,6000,60,0.025,411282254
3,1.0,0.0,6000,60,0.025,407276212
4,1.0,0.0,6000,60,0.025,120253885
5,1.0,0.0,6000,60,0.025,169846677
6,1.0,0.0,6000,60,0.025,1004703313
7,1.0,0.0,6000,60,0.025,1001065151
8,1.0,0.0,6000,60,0.025,885542257
9,1.0,0.0,6000,60,0.025,122535277
10,1.0,0.0,6000,60,0.025,809565566
11,1.0,0.0,6000,60,0.025,946083071
12,1.0,0.0,6000,60,0.025,1036220976
13,1.0,0.0,6000,60,0.025,556611277
14,1.0,0.0,6000,60,0.025,608486349
15,1.0,0.0,6000,60,0.025,245088716
16,1.0,0.0,6000,60,0.025,495960290
17,1.0,0.0,6000,60,0.025,388302141
18,1.0,0.0,6000,60,0.025,724805877
19,1.0,0.0,6000,60,0.025,532367297
20,1.0,0.0,6000,60,0.025,418402272
21,1.0,0.0,6000,60,0.025,516657591
22,1.0,0.0,6000,60,0.025,733993297
23,1.0,0.0,6000,60,0.025,144474953
24,1.0,0.0,6000,60,0.025,933867167
25,1.0,0.0,6000,60,0.025,937416927
26,1.0,0.0,6000,60,0.025,818338420
27,1.0,0.0,6000,60,0.025,908270273
28,1.0,0.0,6000,60,0.025,834429108
29,1.0,0.0,6000,60,0.025,1037510802
30,1.0,0.0,6000,60,0.025,232519314
31,1.0,0.0,6000,60,0.025,756261046
32,1.0,0.0,6000,60,0.025,485023078
33,1.0,0.0,6000,60,0.025,766270044
34,1.0,0.0,6000,60,0.025,945715454
35,1.0,0.0,6000,60,0.025,234591868
36,1.0,0.0,6000,60,0.025,722848948
37,1.0,0.0,6000,60,0.025,888038083
38,1.0,0.0,6000,60,0.025,358739824
39,1.0,0.0,6000,60,0.025,800341232
40,1.0,0.0,6000,60,0.025,668870330
41,1.0,0.0,6000,60,0.025,577207798
42,1.0,0.0,6000,60,0.025,720728617
